customer_id,post_id,platform,content,timestamp,sentiment_id,intent
12,POST-12-3,Facebook,My credit card benefits was poor. Thing final not nature political. app.,2025-02-05T17:49:53,1,Feedback
12,POST-12-4,Twitter,My loan application was poor. Thought claim woman American team. rate.,2025-01-11T17:49:53,2,Complaint
13,POST-13-0,Twitter,My credit card benefits was poor. Home better town. service.,2025-03-08T17:49:53,4,Praise
13,POST-13-1,Twitter,My investment advice was poor. Can thus skin thus Mrs apply financial. approval.,2025-03-19T17:49:53,3,Recommendation
13,POST-13-2,Twitter,My customer service was poor. Half TV short. approval.,2025-01-18T17:49:53,2,Inquiry
13,POST-13-3,Instagram,My loan application was poor. Final cold several. app.,2025-01-31T17:49:53,3,Feedback
13,POST-13-4,Twitter,My online banking experience was poor. Today conference part either condition tough prepare. rate.,2025-02-06T17:49:53,4,Inquiry
14,POST-14-0,Twitter,My online banking experience was excellent. International available opportunity movement. rate.,2025-01-10T17:49:53,5,Praise
14,POST-14-1,Twitter,My customer service was excellent. Letter travel as part service use power. interest.,2025-03-06T17:49:53,5,Praise
14,POST-14-2,Instagram,My online banking experience was excellent. Attention main east room. app.,2025-03-05T17:49:53,4,Inquiry
14,POST-14-3,Instagram,My investment advice was excellent. Represent environmental factor many season son he doctor. rate.,2025-02-19T17:49:53,5,Feedback
14,POST-14-4,Facebook,My online banking experience was excellent. Authority president onto Republican. app.,2025-01-23T17:49:53,5,Praise
15,POST-15-0,Twitter,My credit card benefits was poor. So soon imagine hour whose appear soldier against. approval.,2025-03-24T17:49:53,1,Complaint
15,POST-15-1,Twitter,My investment advice was poor. Evidence design toward race look reason how again. approval.,2024-12-27T17:49:53,1,Inquiry
15,POST-15-2,Facebook,My loan application was poor. Man too point always. app.,2025-03-17T17:49:53,1,Complaint
15,POST-15-3,Twitter,My loan application was poor. Player garden act edge protect. fees.,2025-02-09T17:49:53,2,Complaint
15,POST-15-4,Facebook,My online banking experience was poor. Suddenly perhaps popular middle thousand trade scientist. fees.,2025-01-14T17:49:53,2,Inquiry
16,POST-16-0,Instagram,My loan application was excellent. Ever inside charge wide agreement common particularly. service.,2025-03-17T17:49:53,3,Complaint
16,POST-16-1,Twitter,My online banking experience was excellent. Need machine happen forward stay science another. fees.,2025-01-20T17:49:53,3,Recommendation
16,POST-16-2,Facebook,My online banking experience was excellent. Her six physical officer community under. approval.,2024-12-27T17:49:53,5,Recommendation
16,POST-16-3,LinkedIn,My credit card benefits was excellent. Course city fish occur hear night animal. approval.,2025-01-31T17:49:53,5,Praise
16,POST-16-4,Twitter,My investment advice was excellent. Day service him. service.,2025-01-11T17:49:53,5,Praise
17,POST-17-0,Facebook,My loan application was poor. Ahead enjoy against bag tough. rate.,2025-03-14T17:49:53,3,Recommendation
17,POST-17-1,LinkedIn,My credit card benefits was poor. Opportunity but parent establish agree all. service.,2025-03-21T17:49:53,3,Praise
17,POST-17-2,Instagram,My credit card benefits was poor. Budget newspaper Democrat personal. rate.,2025-03-23T17:49:53,4,Feedback
17,POST-17-3,LinkedIn,My online banking experience was poor. Fly middle stay mean born beautiful. approval.,2025-03-21T17:49:53,4,Recommendation
17,POST-17-4,Twitter,My loan application was poor. Talk agency behavior myself heavy certainly tend. app.,2025-02-13T17:49:53,2,Inquiry
18,POST-18-0,Twitter,My online banking experience was excellent. Blue everybody involve difference area walk. fees.,2025-03-09T17:49:53,3,Inquiry
18,POST-18-1,Instagram,My online banking experience was excellent. Practice work any discover property president you southern. approval.,2025-02-11T17:49:53,5,Inquiry
18,POST-18-2,Twitter,My customer service was excellent. Arrive why even. fees.,2025-03-20T17:49:53,3,Feedback
18,POST-18-3,Facebook,My online banking experience was excellent. Once leave talk college. rate.,2025-03-02T17:49:53,4,Complaint
18,POST-18-4,Twitter,My loan application was excellent. Have pretty during mention near produce lawyer. interest.,2025-01-05T17:49:53,4,Inquiry
19,POST-19-0,Instagram,My loan application was poor. Note item indicate. approval.,2025-03-06T17:49:53,3,Feedback
19,POST-19-1,Facebook,My online banking experience was poor. Reach send media truth our billion. fees.,2025-03-13T17:49:53,4,Complaint
19,POST-19-2,Facebook,My credit card benefits was poor. Structure cause improve. approval.,2025-01-06T17:49:53,2,Recommendation
19,POST-19-3,Facebook,My loan application was poor. Whose owner camera writer. fees.,2025-01-21T17:49:53,2,Praise
19,POST-19-4,Instagram,My investment advice was poor. Young tax memory those condition collection. rate.,2025-03-11T17:49:53,3,Complaint
20,POST-20-0,Facebook,My customer service was poor. Me eat interview rise. rate.,2025-02-10T17:49:53,2,Recommendation
20,POST-20-1,Facebook,My credit card benefits was poor. Yourself usually vote second mind. service.,2025-01-26T17:49:53,2,Inquiry
20,POST-20-2,Instagram,My credit card benefits was poor. Dinner growth bill interesting building page door. interest.,2025-01-18T17:49:53,2,Feedback
20,POST-20-3,LinkedIn,My investment advice was poor. During onto allow carry. fees.,2025-01-27T17:49:53,2,Recommendation
20,POST-20-4,Facebook,My credit card benefits was poor. Compare hour billion industry note each administration. approval.,2024-12-28T17:49:53,2,Feedback
21,POST-21-0,LinkedIn,My online banking experience was poor. Nearly mouth fly sea business notice tend word. service.,2025-03-06T17:49:53,2,Feedback
21,POST-21-1,Twitter,My investment advice was poor. Social knowledge cell also government. app.,2025-02-04T17:49:53,2,Feedback
21,POST-21-2,LinkedIn,My investment advice was poor. Process personal yes painting although. rate.,2025-03-23T17:49:53,2,Inquiry
21,POST-21-3,Instagram,My online banking experience was poor. Less loss away. approval.,2025-03-08T17:49:53,1,Feedback
21,POST-21-4,Facebook,My credit card benefits was poor. Watch affect body professor enough loss wait. service.,2025-02-12T17:49:53,1,Complaint
22,POST-22-0,Twitter,My online banking experience was excellent. Community culture dinner modern. service.,2025-02-18T17:49:53,5,Complaint
22,POST-22-1,Twitter,My loan application was excellent. Remain control even parent remain forget. fees.,2025-01-06T17:49:53,4,Inquiry
22,POST-22-2,LinkedIn,My online banking experience was excellent. Money why glass run. service.,2025-01-08T17:49:53,4,Feedback
22,POST-22-3,Instagram,My online banking experience was excellent. Or cultural well operation agency civil drive official. fees.,2025-02-15T17:49:53,5,Inquiry
22,POST-22-4,Twitter,My credit card benefits was excellent. Trouble summer bring fine enough. app.,2025-01-06T17:49:53,5,Inquiry
23,POST-23-0,Instagram,My loan application was poor. Way generation model wear field thought carry until. app.,2025-02-10T17:49:53,3,Praise
23,POST-23-1,LinkedIn,My credit card benefits was poor. Blood trouble talk born which daughter. app.,2025-01-08T17:49:53,3,Complaint
23,POST-23-2,Twitter,My investment advice was poor. First community list offer traditional. service.,2025-02-18T17:49:53,4,Complaint
23,POST-23-3,Instagram,My loan application was poor. Institution forget local product test hold. approval.,2024-12-31T17:49:53,3,Feedback
23,POST-23-4,Instagram,My customer service was poor. Wind out cost reason live contain these southern. interest.,2025-01-29T17:49:53,4,Recommendation
24,POST-24-0,Instagram,My loan application was poor. How make alone a democratic could. app.,2025-03-06T17:49:53,2,Recommendation
24,POST-24-1,Instagram,My loan application was poor. During owner capital here. service.,2025-01-25T17:49:53,4,Inquiry
24,POST-24-2,Instagram,My investment advice was poor. Late those well care. rate.,2025-02-23T17:49:53,2,Complaint
24,POST-24-3,Instagram,My credit card benefits was poor. Paper sign maybe. rate.,2025-03-02T17:49:53,3,Praise
24,POST-24-4,Twitter,My credit card benefits was poor. Fall push leg act herself point. service.,2025-03-25T17:49:53,3,Praise
25,POST-25-0,LinkedIn,My loan application was excellent. Federal side off when computer new occur seat. interest.,2025-03-14T17:49:53,4,Feedback
25,POST-25-1,Instagram,My credit card benefits was excellent. Method than institution. service.,2025-01-08T17:49:53,5,Praise
25,POST-25-2,LinkedIn,My loan application was excellent. Future ahead quality store. approval.,2025-01-24T17:49:53,5,Inquiry
25,POST-25-3,Instagram,My online banking experience was excellent. There memory interest go state. rate.,2025-02-15T17:49:53,3,Feedback
25,POST-25-4,Instagram,My online banking experience was excellent. Talk upon between some fish. fees.,2025-03-12T17:49:53,4,Feedback
26,POST-26-0,Facebook,My investment advice was excellent. Politics radio speak coach seem. rate.,2025-03-02T17:49:53,5,Complaint
26,POST-26-1,LinkedIn,My loan application was excellent. Professor region assume where president. rate.,2025-03-19T17:49:53,5,Complaint
26,POST-26-2,Instagram,My online banking experience was excellent. Now power always their push section. approval.,2025-01-05T17:49:53,5,Complaint
26,POST-26-3,Twitter,My investment advice was excellent. Nation a suddenly. fees.,2025-02-10T17:49:53,5,Feedback
26,POST-26-4,LinkedIn,My loan application was excellent. Opportunity response official guess. rate.,2025-01-06T17:49:53,4,Recommendation
27,POST-27-0,Instagram,My customer service was excellent. Past else country great huge. interest.,2025-03-22T17:49:53,5,Praise
27,POST-27-1,LinkedIn,My customer service was excellent. Matter glass walk friend room. app.,2025-01-30T17:49:53,4,Complaint
27,POST-27-2,Instagram,My investment advice was excellent. Others memory week you accept memory. interest.,2025-03-10T17:49:53,5,Feedback
27,POST-27-3,Facebook,My credit card benefits was excellent. Possible account dog most system account. interest.,2024-12-30T17:49:53,4,Inquiry
27,POST-27-4,Instagram,My customer service was excellent. Relate here organization ready personal best picture study. app.,2025-01-30T17:49:53,5,Feedback
28,POST-28-0,Facebook,My loan application was excellent. Several season remember read food. app.,2025-03-20T17:49:53,4,Inquiry
28,POST-28-1,Facebook,My investment advice was excellent. Friend experience follow message if scientist. approval.,2025-01-25T17:49:53,4,Recommendation
28,POST-28-2,LinkedIn,My online banking experience was excellent. Want left week rather. app.,2025-03-02T17:49:53,5,Inquiry
28,POST-28-3,LinkedIn,My customer service was excellent. As next knowledge hour. service.,2024-12-31T17:49:53,5,Praise
28,POST-28-4,LinkedIn,My online banking experience was excellent. According explain floor smile him. rate.,2025-02-26T17:49:53,4,Recommendation
29,POST-29-0,LinkedIn,My loan application was poor. Thus knowledge idea agree owner environment develop. app.,2025-02-05T17:49:53,3,Complaint
29,POST-29-1,Twitter,My loan application was poor. Between see machine consider pretty control. service.,2025-01-16T17:49:53,1,Inquiry
29,POST-29-2,Instagram,My investment advice was poor. Hair compare wonder only thought could kitchen edge. service.,2025-01-21T17:49:53,3,Complaint
29,POST-29-3,LinkedIn,My investment advice was poor. Week traditional under your season effect whole quality. service.,2025-01-22T17:49:53,3,Feedback
29,POST-29-4,Instagram,My investment advice was poor. Necessary someone play upon resource from. app.,2025-01-26T17:49:53,3,Feedback
30,POST-30-0,LinkedIn,My online banking experience was poor. Structure state speak range investment appear room own. approval.,2025-03-02T17:49:53,3,Praise
30,POST-30-1,Instagram,My online banking experience was poor. Something medical talk option. rate.,2025-03-05T17:49:53,2,Inquiry
30,POST-30-2,LinkedIn,My investment advice was poor. Ever plan admit the. rate.,2025-02-14T17:49:53,2,Praise
30,POST-30-3,Instagram,My credit card benefits was poor. Loss race model group mean. rate.,2025-03-04T17:49:53,4,Praise
30,POST-30-4,LinkedIn,My customer service was poor. Set focus general perform soldier say could. interest.,2025-03-07T17:49:53,3,Praise
31,POST-31-0,Twitter,My loan application was excellent. Lawyer computer nation against become central at include. interest.,2024-12-30T17:49:53,5,Praise
31,POST-31-1,LinkedIn,My investment advice was excellent. Wish try several cold consider hair. service.,2025-01-22T17:49:53,4,Recommendation
31,POST-31-2,Instagram,My investment advice was excellent. Movement happen woman human. rate.,2025-03-19T17:49:53,4,Inquiry
31,POST-31-3,LinkedIn,My investment advice was excellent. Realize the until likely reach. rate.,2025-03-15T17:49:53,5,Praise
31,POST-31-4,LinkedIn,My investment advice was excellent. Whose start decide two this fill. app.,2025-03-16T17:49:53,5,Recommendation
32,POST-32-0,Facebook,My online banking experience was poor. Company police weight rule red hotel foreign. fees.,2025-02-25T17:49:53,2,Praise
32,POST-32-1,Facebook,My online banking experience was poor. Property example class local especially buy she into. app.,2025-01-20T17:49:53,3,Recommendation
32,POST-32-2,Facebook,My investment advice was poor. Back institution like difference indicate. approval.,2025-02-03T17:49:53,2,Recommendation
32,POST-32-3,Facebook,My customer service was poor. North thing draw no feeling age. approval.,2025-03-16T17:49:53,2,Praise
32,POST-32-4,Instagram,My loan application was poor. End indicate lot recently. rate.,2025-03-21T17:49:53,2,Feedback
33,POST-33-0,Instagram,My investment advice was poor. Forward them away should future task. approval.,2025-01-28T17:49:53,2,Inquiry
33,POST-33-1,Facebook,My online banking experience was poor. Ready continue wonder hot speak. fees.,2025-01-11T17:49:53,3,Complaint
33,POST-33-2,Facebook,My credit card benefits was poor. Lose know serve even reason fact move police. interest.,2025-03-13T17:49:53,3,Recommendation
33,POST-33-3,Facebook,My credit card benefits was poor. Beat draw hair bank visit ago. service.,2025-03-23T17:49:53,2,Complaint
33,POST-33-4,LinkedIn,My loan application was poor. Series operation yourself grow. rate.,2024-12-30T17:49:53,3,Inquiry
34,POST-34-0,Instagram,My online banking experience was excellent. Oil growth service. approval.,2025-01-31T17:49:53,4,Praise
34,POST-34-1,Instagram,My credit card benefits was excellent. Suddenly whole condition movie former authority. fees.,2025-03-13T17:49:53,4,Praise
34,POST-34-2,Instagram,My customer service was excellent. Party court thus share either go scene clear. service.,2025-02-24T17:49:53,5,Feedback
34,POST-34-3,Facebook,My investment advice was excellent. Morning plan themselves yourself everybody material. approval.,2025-03-10T17:49:53,5,Feedback
34,POST-34-4,LinkedIn,My customer service was excellent. Explain development now before similar south truth want. rate.,2025-02-12T17:49:53,5,Inquiry
35,POST-35-0,Twitter,My loan application was poor. Author economy treat them not firm fast. fees.,2025-03-11T17:49:53,1,Praise
35,POST-35-1,LinkedIn,My online banking experience was poor. Eight rate price arrive bit much. fees.,2025-02-24T17:49:53,1,Feedback
35,POST-35-2,Facebook,My customer service was poor. Difficult agency ready music no skill ground. service.,2025-01-11T17:49:53,1,Feedback
35,POST-35-3,LinkedIn,My investment advice was poor. Picture drop number social be evidence. rate.,2025-02-08T17:49:53,3,Recommendation
35,POST-35-4,LinkedIn,My loan application was poor. Rule Mr activity because beautiful subject agreement. service.,2025-03-24T17:49:53,1,Praise
36,POST-36-0,LinkedIn,My credit card benefits was excellent. Center letter same not. interest.,2025-01-09T17:49:53,4,Praise
36,POST-36-1,Instagram,My loan application was excellent. Daughter their at current race few. app.,2025-01-15T17:49:53,5,Recommendation
36,POST-36-2,Facebook,My loan application was excellent. Majority spend young at. app.,2025-03-07T17:49:53,5,Praise
36,POST-36-3,Twitter,My customer service was excellent. Consider process reflect officer seven traditional. interest.,2025-02-11T17:49:53,4,Inquiry
36,POST-36-4,Instagram,My online banking experience was excellent. Friend happy evening agreement summer make such Mr. app.,2025-03-14T17:49:53,5,Praise
37,POST-37-0,Twitter,My credit card benefits was excellent. Area carry former commercial. app.,2025-02-28T17:49:53,3,Recommendation
37,POST-37-1,Facebook,My investment advice was excellent. Dark conference style law least. app.,2025-01-28T17:49:53,4,Praise
37,POST-37-2,Facebook,My online banking experience was excellent. Option particularly ahead first student cup. app.,2024-12-26T17:49:53,3,Feedback
37,POST-37-3,Twitter,My investment advice was excellent. Control simple skin because child professional magazine. rate.,2025-02-17T17:49:53,4,Inquiry
37,POST-37-4,Facebook,My online banking experience was excellent. Book eight break. interest.,2025-03-16T17:49:53,4,Inquiry
38,POST-38-0,Facebook,My online banking experience was poor. Card TV land degree happen. rate.,2024-12-30T17:49:53,2,Complaint
38,POST-38-1,LinkedIn,My credit card benefits was poor. Person always five world yourself red but. service.,2024-12-31T17:49:53,2,Feedback
38,POST-38-2,LinkedIn,My online banking experience was poor. Decision activity ahead use two item. fees.,2025-01-05T17:49:53,2,Praise
38,POST-38-3,Instagram,My credit card benefits was poor. West cut service bank sea. service.,2025-02-14T17:49:53,1,Inquiry
38,POST-38-4,Facebook,My credit card benefits was poor. Either fear meeting the suffer impact. fees.,2025-01-28T17:49:53,2,Recommendation
39,POST-39-0,LinkedIn,My loan application was poor. Writer learn cultural gas training. interest.,2025-03-14T17:49:53,4,Complaint
39,POST-39-1,Instagram,My loan application was poor. Policy stock strong type. app.,2025-02-04T17:49:53,4,Feedback
39,POST-39-2,Instagram,My credit card benefits was poor. Between easy PM enjoy health. fees.,2025-03-19T17:49:53,4,Recommendation
39,POST-39-3,Twitter,My online banking experience was poor. Wide expect believe sea expect democratic. fees.,2025-01-12T17:49:53,4,Feedback
39,POST-39-4,Instagram,My online banking experience was poor. Evidence half simple knowledge. service.,2025-02-16T17:49:53,3,Feedback
40,POST-40-0,Twitter,My online banking experience was excellent. Good light company drive particularly material. rate.,2025-01-12T17:49:53,5,Praise
40,POST-40-1,Twitter,My loan application was excellent. Large instead past throughout remember. fees.,2024-12-30T17:49:53,5,Recommendation
40,POST-40-2,Instagram,My investment advice was excellent. Artist individual crime when source local. rate.,2025-01-14T17:49:53,5,Inquiry
40,POST-40-3,Facebook,My customer service was excellent. Daughter poor often. service.,2025-02-28T17:49:53,5,Feedback
40,POST-40-4,Instagram,My investment advice was excellent. Serious then blood. app.,2025-01-27T17:49:53,5,Feedback
41,POST-41-0,Facebook,My customer service was poor. Notice explain Republican trip movie American bank. app.,2025-01-05T17:49:53,1,Feedback
41,POST-41-1,Instagram,My credit card benefits was poor. Data any include song during. interest.,2025-02-01T17:49:53,1,Feedback
41,POST-41-2,Instagram,My investment advice was poor. Notice meet into do. approval.,2025-01-30T17:49:53,2,Feedback
41,POST-41-3,Facebook,My online banking experience was poor. Ball especially you far yeah low. fees.,2025-01-02T17:49:53,1,Inquiry
41,POST-41-4,LinkedIn,My credit card benefits was poor. Save whether my stand but smile drop. service.,2025-01-23T17:49:53,2,Praise
42,POST-42-0,LinkedIn,My investment advice was poor. Mean general tend scene deep audience. fees.,2025-01-08T17:49:53,1,Recommendation
42,POST-42-1,Twitter,My customer service was poor. President simple TV garden. rate.,2025-01-31T17:49:53,1,Recommendation
42,POST-42-2,LinkedIn,My loan application was poor. Technology action worker every fly serious. fees.,2025-03-04T17:49:53,2,Praise
42,POST-42-3,Instagram,My investment advice was poor. From offer bag right top professional produce. service.,2025-03-02T17:49:53,1,Praise
42,POST-42-4,Facebook,My investment advice was poor. Audience describe candidate. approval.,2025-03-09T17:49:53,1,Praise
43,POST-43-0,Twitter,My customer service was poor. Body represent book ready understand create. interest.,2025-03-05T17:49:53,1,Feedback
43,POST-43-1,Facebook,My credit card benefits was poor. Either many item wonder democratic their nation. interest.,2025-01-12T17:49:53,1,Feedback
43,POST-43-2,Twitter,My online banking experience was poor. Indicate glass source traditional value. app.,2025-01-02T17:49:53,1,Feedback
43,POST-43-3,Twitter,My loan application was poor. Social consumer where and also shoulder could. fees.,2025-01-28T17:49:53,2,Recommendation
43,POST-43-4,Instagram,My customer service was poor. Method sure type line ahead animal. rate.,2025-03-14T17:49:53,1,Inquiry
44,POST-44-0,Facebook,My investment advice was poor. Health blue different. approval.,2025-02-24T17:49:53,1,Praise
44,POST-44-1,Instagram,My loan application was poor. Feel building way be. fees.,2025-02-20T17:49:53,1,Complaint
44,POST-44-2,LinkedIn,My loan application was poor. Common husband method wait current tree. service.,2025-02-25T17:49:53,2,Complaint
44,POST-44-3,LinkedIn,My loan application was poor. Conference behavior country small. interest.,2025-03-11T17:49:53,2,Praise
44,POST-44-4,LinkedIn,My customer service was poor. Lot threat whether look knowledge or use. fees.,2025-03-08T17:49:53,1,Complaint
45,POST-45-0,Twitter,My credit card benefits was excellent. Sell painting appear style. fees.,2025-03-17T17:49:53,5,Inquiry
45,POST-45-1,LinkedIn,My customer service was excellent. Drug safe young successful fast loss authority. fees.,2025-03-05T17:49:53,4,Recommendation
45,POST-45-2,Instagram,My credit card benefits was excellent. Argue statement foot imagine enough question ago. interest.,2025-03-05T17:49:53,5,Complaint
45,POST-45-3,Twitter,My credit card benefits was excellent. No state cover condition. interest.,2025-02-08T17:49:53,4,Recommendation
45,POST-45-4,Facebook,My credit card benefits was excellent. Fear amount common material drug decide management. interest.,2025-01-25T17:49:53,5,Recommendation
46,POST-46-0,Instagram,My online banking experience was excellent. Organization let that approach charge. service.,2025-01-26T17:49:53,4,Praise
46,POST-46-1,Instagram,My customer service was excellent. Draw cell film. app.,2025-02-08T17:49:53,4,Feedback
46,POST-46-2,Instagram,My online banking experience was excellent. Else memory pattern physical. rate.,2025-03-14T17:49:53,5,Inquiry
46,POST-46-3,Facebook,My credit card benefits was excellent. Law condition serve more air course themselves power. app.,2025-02-22T17:49:53,3,Complaint
46,POST-46-4,LinkedIn,My investment advice was excellent. Race song view reality. approval.,2025-02-08T17:49:53,5,Feedback
47,POST-47-0,LinkedIn,My customer service was poor. Black fill light media state. rate.,2025-01-05T17:49:53,1,Recommendation
47,POST-47-1,Instagram,My online banking experience was poor. Smile particular oil finish near red. rate.,2024-12-31T17:49:53,2,Complaint
47,POST-47-2,Instagram,My investment advice was poor. Kitchen produce boy him range born along. rate.,2025-01-16T17:49:53,1,Recommendation
47,POST-47-3,LinkedIn,My credit card benefits was poor. Report painting enough anyone leave down close. app.,2025-02-15T17:49:53,2,Complaint
47,POST-47-4,Facebook,My customer service was poor. Team with local then address officer security. service.,2025-01-21T17:49:53,3,Complaint
